Station,Site_Name,Agency_Name,Lat,Lon,SRadius,MERRALat,MERRALon,IDXi,IDXj,PS,QV10m,Q500,Q850,T10m,T500,T850,WIND,BCSMASS,DUSMASS25,OCSMASS,SO2SMASS,SO4SMASS,SSSMASS25,NISMASS25,TOTEXTTAU,UTC_DATE,UTC_TIME
42,Casablanca,,33.5731104,-7.5898434,11.6,33.5,-7.5,495,553,99709.516,10.65356,0.71751,0.005464613,290.548,256.679,282.548,1.11,0.08518,2.11523,0.43466,14.10288,1.98547,4.99041,0.02328,0.109,20250412,1930
43,CATANO,,18.4465,66.1356,13.5,18.5,66.25,435,789,100941.27,19.32095,0.21428,0.0038919456,300.806,266.644,292.806,5.356,0.50114,3.16034,2.9138,0.47231,3.48691,7.93529,0.00248,0.34,20250412,1930
44,Ceiba__Vega_Baja,,18.4425245,-66.3562141,12.9,18.5,-66.25,435,365,101271.36,17.10151,2.11806,0.0104990825,300.052,268.017,292.052,7.005,0.04636,2.16214,0.38258,0.25156,0.78593,8.01755,0.00041,0.087,20250412,1930
356DS1010002,Chennai,U.S. Department of State India - Chennai,13.08784,80.278475,10.2,13.0,80.312,413,834,100631.73,20.2393,3.34844,0.008757328,302.997,266.492,294.997,6.217,2.02472,3.48643,11.06901,9.13385,15.69727,4.14587,0.09697,0.708,20250412,1930
45,Chiang_Mai,,18.7883439,98.9853008,9.2,18.75,99.062,436,894,91885.44,14.90899,2.81841,0.0135699995,296.583,269.269,288.583,0.569,0.49553,0.25731,5.58845,1.66751,0.56492,0.29102,0.0092,0.101,20250412,1930
498MLD010001,Chisinau,U.S. Department of State Moldova - Chisinau,47.021561,28.81938,8.7,47.0,28.75,549,669,100477.61,3.48469,0.19106,0.002828124,282.418,248.187,274.418,1.432,0.31117,0.9644,1.03733,0.77265,4.18836,0.17128,0.14472,0.153,20250412,1930
46,Ciudad_Juarez,,31.6903638,-106.4245478,14.6,31.75,-106.562,488,236,87144.33,1.38925,0.25576,0.0012548888,303.958,262.356,295.958,3.369,0.14796,2.45805,1.02397,0.51167,0.46179,0.02728,1e-05,0.067,20250412,1930
144CMB010001,Colombo,U.S. Department of State Sri Lanka - Colombo,6.909445,79.875341,17.3,7.0,80.0,389,833,98502.39,17.55313,2.14112,0.009841807,297.246,269.568,289.246,1.35,1.90694,2.04989,11.45335,7.32458,3.24471,4.71597,0.11909,0.237,20250412,1930
324GN1010001,Conakry,U.S. Department of State Guinea - Conakry,9.5951,-13.6364,19.6,9.75,-13.438,399,533,99683.78,16.51998,3.84558,0.013073451,300.953,269.78,292.953,0.898,1.3968,25.39275,12.54209,1.09761,1.51225,3.11425,0.00174,0.551,20250412,1930
47,Copenhagen,,55.6760968,12.5683372,9.3,55.75,12.5,584,617,100795.11,6.0268,0.30993,0.0019132154,284.028,255.568,276.028,1.137,0.30024,1.4518,1.00003,2.14394,0.98573,1.31948,0.19992,0.091,20250412,1930
48,Cotonou,,6.3702928,2.3912362,18.0,6.25,2.5,386,585,100615.36,19.84737,2.29025,0.014518699,301.664,269.585,293.664,2.822,0.48748,20.30764,2.09562,0.4329,0.49832,3.58807,0.00065,0.545,20250412,1930
49,CULEBRA,,29.4874353,-98.6681378,8.0,29.5,-98.75,479,261,97743.91,9.01927,0.56324,0.007099583,300.027,260.035,292.027,6.69,0.39423,3.42548,2.71848,2.86561,2.4358,0.27252,0.00054,0.121,20250412,1930
531CUR010001,Curacao,U.S. Department of State Curacao,12.16957,-68.99002,11.9,12.25,-69.062,410,356,100980.375,17.95114,1.10049,0.010268002,300.338,269.393,292.338,8.08,0.13872,11.22379,1.09608,0.1607,0.77185,8.69398,0.00037,0.197,20250412,1930
686SEN010001,Dakar,U.S. Department of State Senegal - Dakar,14.744791,-17.526484,5.1,14.75,-17.5,420,521,101186.25,12.7683,2.24005,0.005224401,292.491,266.815,284.491,6.263,0.04515,1.0549,0.26433,0.44862,1.17353,8.88198,0.00202,0.235,20250412,1930
51,Dar_es_Salaam,,-6.792354,39.2083284,16.8,-6.75,39.062,334,702,101055.766,19.9816,3.30957,0.012889408,301.398,269.353,293.398,6.158,0.04799,0.13338,0.47273,0.08117,0.28421,7.32074,0.00021,0.066,20250412,1930
682DRN010000,Dhahran,U.S. Department of State Saudi Arabia - Dhahran,26.2361248,50.0393017,4.2,26.25,50.0,466,737,100591.45,15.73616,0.20211,0.0053177653,296.636,264.903,288.636,5.515,0.41953,48.37358,3.57246,1.27915,5.16142,4.44657,0.24568,0.644,20250412,1930
DK1010001,Dhaka,U.S. Department of State Bangladesh - Dhaka,23.796374,90.424614,12.2,23.75,90.312,456,866,100473.06,15.63012,2.38784,0.009954123,301.796,263.931,293.796,2.431,1.88418,2.43202,14.30032,5.1676,5.10419,3.05037,0.18224,0.567,20250412,1930
52,Dili,,-8.5568557,125.5603143,9.5,-8.5,125.625,327,979,100888.91,19.00607,4.11316,0.0118389,301.676,269.075,293.676,3.526,0.11081,1.6288,1.74894,0.34808,1.50631,3.77474,0.00037,0.107,20250412,1930
53,Djibouti_City,,11.5720765,43.1456475,8.3,11.5,43.125,407,715,100792.39,18.65786,1.47271,0.007839536,300.743,267.127,292.743,4.19,0.25432,3.98281,1.72911,1.81737,4.32937,4.2658,0.00183,0.217,20250412,1930
634QA1010001,Doha,U.S. Department of State Qatar - Doha,25.3337,51.22953,5.1,25.25,51.562,462,741,100415.45,17.65877,0.29939,0.0030031977,296.913,264.94,288.913,5.337,0.17555,10.53132,1.46971,0.66342,3.50614,2.34018,0.06321,0.43,20250412,1930
55,Douala,,4.0510564,9.7678687,10.6,4.0,9.688,377,608,99688.59,20.7194,4.23075,0.015592946,299.666,269.45,291.666,0.804,0.69141,27.79581,4.85536,0.56846,0.63936,1.95299,0.01021,0.445,20250412,1930
784DB1010001,Dubai,U.S. Department of State UAE - Dubai,25.258481,55.309165,6.5,25.25,55.312,462,754,100237.31,4.76913,0.32467,0.0035669645,305.914,265.113,297.914,2.605,0.31289,28.26202,1.43272,7.64143,4.26419,0.31333,0.00041,0.311,20250412,1930
56,Dublin,,53.3498053,-6.2603097,11.1,53.25,-6.25,574,557,100131.74,6.20366,0.43751,0.004721702,282.489,252.461,274.489,2.49,1.1642,4.48075,7.13011,3.52966,2.03379,0.23946,0.58136,0.331,20250412,1930
57,Durban,,-29.8586804,31.0218404,14.6,-29.75,30.938,242,676,100760.0,14.53102,0.1817,0.007354277,295.619,266.876,287.619,3.981,1.23605,0.2471,4.52074,5.73049,0.77681,5.24814,0.01574,0.082,20250412,1930
762DUS010001,Dushanbe,U.S. Department of State Tajikistan - Dushanbe,38.557671,68.775917,7.4,38.5,68.75,515,797,79600.695,3.12997,1.30837,--,285.46,262.075,277.46,2.532,0.05528,2.9057,0.26257,0.40057,0.20842,0.01726,1e-05,0.086,20250412,1930
58,Dusseldorf,,51.2277411,6.7734556,7.5,51.25,6.875,566,599,99631.86,7.39017,0.22419,0.0047096303,287.795,255.796,279.795,3.088,0.48774,3.69577,1.87891,3.52379,0.98772,0.20298,0.06721,0.133,20250412,1930
59,Edinburgh,,55.953252,-3.188267,6.5,56.0,-3.125,585,567,99356.8,6.98939,1.37793,0.0055471854,285.958,253.747,277.958,4.24,0.88978,4.69915,5.66726,14.75548,3.23602,0.34934,0.87659,0.301,20250412,1930
60,Florence,,43.7695604,11.2558136,2.2,43.75,11.25,536,613,95049.07,6.92106,1.23108,0.0061915703,287.557,259.303,279.557,1.358,1.02368,1.5987,3.59763,2.72955,2.55847,0.30637,0.22866,0.222,20250412,1930
61,Frankfurt_am_Main,,50.1109221,8.6821267,13.3,50.0,8.75,561,605,98363.94,7.08061,0.13019,0.0045919074,287.088,256.994,279.088,2.676,0.28262,3.14322,1.22673,1.59808,0.77225,0.19425,0.07267,0.131,20250412,1930
62,Freetown,,8.4656765,-13.2317225,12.3,8.5,-13.125,395,535,100560.19,17.93873,4.10886,0.014352579,300.573,269.123,292.573,2.845,1.15552,23.24513,10.4744,0.20339,1.35955,2.26067,0.00124,0.492,20250412,1930
63,Fukuoka,,33.5901838,130.4016888,13.0,33.5,130.312,495,994,99377.17,4.70555,1.50729,0.0014726231,282.152,264.306,274.152,6.081,0.63539,4.81126,2.67884,6.03071,2.34336,2.51978,0.77892,0.228,20250412,1930
64,Gaborone,,-24.6282079,25.9231471,13.6,-24.75,25.938,262,660,90788.89,8.64527,0.25086,0.007861541,296.61,268.213,288.61,2.364,0.1453,0.88227,1.10797,0.96797,1.91531,0.3591,0.01774,0.062,20250412,1930
65,Gaziantep,,37.065953,37.37811,13.1,37.0,37.5,509,697,93685.55,2.84035,0.77512,0.0017711545,282.974,249.053,274.974,2.233,0.40798,0.96703,1.69153,9.87351,1.7667,0.0469,0.01034,0.094,20250412,1930
66,Geneva,,46.2043907,6.1431577,9.7,46.25,6.25,546,597,93668.234,8.21221,1.64041,0.007052824,289.304,257.136,281.304,3.27,0.99023,2.70856,3.746,2.53443,1.32334,0.10042,0.13123,0.25,20250412,1930
67,Georgetown,,6.8012793,-58.1551255,6.6,6.75,-58.125,388,391,100960.88,18.61656,0.99383,0.012145024,300.691,268.534,292.691,4.845,0.41185,13.85926,3.37418,0.10342,0.90385,8.97046,0.00021,0.269,20250412,1930
68,Guadalajara,,20.6596988,-103.3496092,13.6,20.75,-103.438,444,246,83133.64,1.66682,0.11723,--,301.539,262.922,293.539,3.239,0.21239,1.85869,2.07163,0.55182,0.65858,0.04506,3e-05,0.061,20250412,1930
156GZ1010001,Guangzhou,U.S. Department of State China - Guangzhou,23.116785,113.318088,19.6,23.25,113.125,453,940,100940.2,6.66988,4.25109,0.0006758047,289.026,266.826,281.026,1.599,1.82728,13.83963,4.53413,32.27117,3.67667,0.01559,0.48288,0.284,20250412,1930
320GT1010001,Guatemala_City,U.S. Department of State Guatemala - Guatemala City,14.989397,-90.522408,18.0,14.75,-90.625,421,287,85957.65,9.09448,0.45198,0.008822005,293.281,266.564,285.281,2.03,0.1967,1.5815,2.06577,0.14157,0.91525,0.82375,0.00242,0.085,20250412,1930
69,Guayaquil,,-2.1894128,-79.8890662,14.0,-2.25,-80.0,352,321,100597.74,18.1062,4.93264,0.011928355,301.426,268.461,293.426,1.594,0.27632,1.41756,1.59983,20.98798,9.43038,0.42394,0.00041,0.254,20250412,1930
30113,Halifax,,44.647175,-63.573689,15.7,44.75,-63.438,540,374,100824.695,3.80795,1.29152,0.0065260185,277.45,255.057,269.45,1.677,0.06447,1.68083,0.4361,0.25549,0.82834,0.39595,0.00809,0.1,20250412,1930
71,Hamburg,,53.5510846,9.9936819,5.7,53.5,10.0,575,609,100727.28,6.82217,0.51107,0.00483152,286.494,256.891,278.494,3.408,0.38907,8.77889,1.36657,2.91113,1.75752,0.48388,0.23211,0.138,20250412,1930
72,Hamilton,,32.2945837,-64.7858887,10.5,32.25,-64.688,490,370,101519.08,14.85877,1.79322,0.010443691,294.192,260.146,286.192,7.383,0.06747,1.43664,0.63403,0.19023,1.24178,12.88354,0.00429,0.21,20250412,1930
HN1010001,Hanoi,U.S. Department of State Vietnam - Hanoi,21.021939,105.818806,11.2,21.0,105.938,445,916,101334.69,9.42108,2.96331,0.0038743345,292.741,269.055,284.741,2.153,1.81648,20.15038,10.02009,9.73613,2.57339,0.01528,0.06859,0.477,20250412,1930
73,Harare,,-17.8216288,31.0492259,14.3,-17.75,30.938,290,676,87532.516,13.07632,2.0146,0.011763764,292.464,267.816,284.464,1.89,0.58688,0.08107,2.52391,0.43899,0.46822,0.4854,0.0007,0.061,20250412,1930
74,Havana,,23.1135925,-82.3665956,18.6,23.0,-82.5,453,313,101448.08,12.34216,0.25137,0.008470248,297.407,261.394,289.407,7.653,0.15864,1.72365,1.58181,0.89107,1.17012,4.37985,0.00155,0.147,20250412,1930
75,Helsinki,,60.1698557,24.9383791,9.5,60.25,25.0,602,657,100212.05,3.60719,0.4646,0.0013288158,273.699,250.502,265.699,2.586,0.42596,0.55344,1.34398,0.47934,0.34699,1.46504,0.44989,0.063,20250412,1930
76,Hermosillo,,29.0729673,-110.9559192,8.3,29.0,-110.938,477,222,96655.08,1.54393,0.1339,0.0014005881,310.511,263.274,302.511,2.94,0.0893,2.60026,0.84654,0.75326,0.36237,0.08079,2e-05,0.079,20250412,1930
704HC1010001,Ho_Chi_Minh_City,U.S. Department of State Vietnam - Ho Chi Minh,10.782773,106.700035,10.9,10.75,106.562,404,918,100506.445,18.20374,0.73089,0.013532393,297.869,269.282,289.869,1.37,1.1702,0.39372,6.41241,9.52102,2.02028,1.39355,0.15577,0.138,20250412,1930
77,Hong_Kong,,22.3193039,114.1693611,13.4,22.25,114.062,450,942,101316.2,6.32369,4.52766,0.0038563085,291.063,267.544,283.063,4.508,1.04875,13.14842,2.35316,13.1354,2.42521,0.21052,0.12022,0.329,20250412,1930
356DS1010005,Hyderabad,U.S. Department of State India - Hyderabad,17.38405,78.45636,13.8,17.5,78.438,431,828,94653.74,8.98602,1.24444,0.0065226755,302.037,264.124,294.037,2.104,3.62064,5.45775,16.0823,10.89259,8.63058,0.18452,0.00036,0.47,20250412,1930
5.86E+11,Islamabad,U.S. Department of State Pakistan - Islamabad,33.725614,73.11602,10.2,33.75,73.125,496,811,85473.875,5.42908,0.0834,0.00488004,293.508,264.118,285.508,0.946,2.65594,2.71947,16.23775,13.01065,2.94434,0.00644,0.0,0.165,20250412,1930
78,Istanbul,,41.0082376,28.9783589,7.1,41.0,29.062,525,670,101619.36,4.37889,0.31083,0.002694069,280.408,244.588,272.408,3.432,0.26631,0.43962,1.02166,0.18838,1.46396,1.97182,0.02583,0.142,20250412,1930
JK1010001,Jakarta,U.S. Department of State Indonesia - Jakarta,-6.236704,106.793244,5.6,-6.25,106.875,336,919,100915.11,18.69071,4.86126,0.01144026,299.967,268.294,291.967,4.473,1.80525,0.41008,12.8384,43.96891,3.969,2.24801,0.27068,0.094,20250412,1930
682JDA010001,Jeddah,U.S. Department of State Saudi Arabia - Jeddah,21.543486,39.172989,13.5,21.5,39.062,447,702,99501.71,8.93453,0.37443,0.0004384284,295.201,265.004,287.201,4.105,0.07526,12.58628,0.3586,20.1473,2.46518,4.1881,0.00771,0.142,20250412,1930
80,Jerusalem,,31.768319,35.21371,9.6,31.75,35.312,488,690,99859.76,5.92198,0.3142,0.0032261861,288.195,254.641,280.195,1.025,0.10866,1.17035,0.50447,3.38889,1.53314,1.93913,0.04679,0.093,20250412,1930
81,Johannesburg,,-26.2041028,28.0473051,9.3,-26.25,28.125,256,667,84760.89,8.81121,0.16986,--,291.591,267.642,283.591,2.207,1.82354,0.98777,7.28162,19.52985,3.18496,0.3168,0.0509,0.109,20250412,1930
728OD1010001,Juba,U.S. Department of State South Sudan - Juba,4.859363,31.57125,12.2,4.75,31.562,380,678,95307.22,12.4421,3.5436,0.011362713,304.169,268.877,296.169,0.628,0.30469,12.27843,2.56606,0.08459,1.26482,0.16259,0.0001,0.248,20250412,1930
800KP1010001,Kampala,U.S. Department of State Uganda - Kampala,0.300225,32.591554,14.2,0.25,32.5,362,681,88601.91,15.05607,4.04847,0.013353927,295.926,268.755,287.926,1.178,1.15914,0.91537,4.7061,0.45599,0.48131,0.11644,0.00078,0.099,20250412,1930
82,Kaohsiung,,22.6272784,120.3014353,13.7,22.75,120.312,452,962,93896.2,13.52707,4.624,0.013213789,291.094,267.577,283.094,0.607,0.94308,4.40997,1.8598,4.43831,4.75453,0.46445,0.80767,0.273,20250412,1930
586PK2010001,Karachi,U.S. Department of State Pakistan - Karachi,24.8415,67.0091,17.7,24.75,66.875,460,791,99650.125,18.32474,0.39411,0.0023299486,298.451,265.398,290.451,5.118,0.84061,8.74509,4.68784,14.96453,5.50839,13.51736,0.09558,0.345,20250412,1930
KM1010002,Kathmandu,U.S. Department of State Nepal - Kathmandu,27.712464,85.315703,3.8,27.75,85.312,472,850,71275.09,5.402,2.71381,--,280.873,261.656,272.873,1.145,1.39523,4.58268,10.91682,0.54681,6.51616,0.07691,0.46825,0.313,20250412,1930
736SU1730002,Khartoum,U.S. Department of State Sudan - Khartoum,15.5006544,32.5598994,6.4,15.5,32.5,423,681,96170.49,1.93424,0.10241,0.0019258048,301.621,267.193,293.621,6.251,0.10554,88.2002,0.83074,0.37903,0.61029,0.06673,4e-05,0.338,20250412,1930
646KYI010001,Kigali,,-1.936231,30.077952,9.3,-2.0,30.0,353,673,84186.016,15.24399,4.54138,--,292.083,268.888,284.083,1.201,1.25335,1.3318,7.67987,0.4178,0.82228,0.23925,0.06903,0.078,20250412,1930
86,Kingston,,18.0178743,-76.8099041,7.2,18.0,-76.875,433,331,99547.375,16.53536,2.53914,0.013304114,298.978,267.302,290.978,2.316,0.14062,3.38331,1.46201,0.15597,1.02254,4.63303,0.00173,0.181,20250412,1930
87,Kinshasa,,-4.4419311,15.2662931,8.2,-4.5,15.312,343,626,95413.625,16.08345,3.59963,0.012668288,301.701,269.925,293.701,1.459,0.43924,8.63024,4.09146,1.09088,0.22463,0.04796,0.0001,0.087,20250412,1930
88,Kirkuk,,35.4666329,44.3798895,3.7,35.5,44.375,503,719,93919.05,3.66324,0.71,0.0030268948,287.98,252.158,279.98,1.741,0.09047,12.88963,0.58572,2.42882,1.35986,0.34874,0.00029,0.17,20250412,1930
356DS1010003,Kolkata,U.S. Department of State India - Kolkata,22.56263,88.36304,11.1,22.5,88.438,451,860,100541.734,19.55484,1.96465,0.009176009,300.487,265.475,292.487,3.612,3.02785,0.9739,16.99471,4.66676,2.78279,3.82504,0.63109,0.708,20250412,1930
89,Krakow,,50.0646501,19.9449799,8.2,50.0,20.0,561,641,98788.39,6.34094,1.23536,0.00461141,284.348,256.731,276.348,2.281,1.68027,1.56467,3.26356,22.07193,4.58066,0.4407,2.70601,0.177,20250412,1930
458MY1010001,Kuala_Lumpur,U.S. Department of State Malaysia - Kuala Lumpur,3.15675,101.72145,18.5,3.25,101.562,374,903,99163.25,19.47185,2.65598,0.013854272,297.876,268.558,289.876,0.877,0.56818,0.43881,6.13327,0.18958,4.70993,0.34392,0.61871,0.184,20250412,1930
414KC1010001,Kuwait_City,U.S. Department of State Kuwait - Kuwait City,29.292317,48.047679,19.9,29.5,48.125,478,731,100815.375,8.95385,0.48148,0.0042241216,298.048,261.041,290.048,9.662,0.69822,106.49951,6.53892,12.38392,2.61513,1.79986,0.00189,0.562,20250412,1930
90,Kyiv,,50.4501,30.5234,9.1,50.5,30.625,563,675,100482.33,3.81476,0.74122,0.0027072527,280.051,250.345,272.051,1.605,0.35246,2.17584,1.21236,0.77458,4.24908,0.26435,0.32388,0.146,20250412,1930
91,La_Paz,,-16.489689,-68.1192936,1.3,-16.5,-68.125,295,359,73368.625,11.25322,3.8082,--,289.115,268.551,281.115,1.688,0.0579,0.68803,0.77493,1.35899,0.90288,0.02346,0.00058,0.063,20250412,1930
566NI2010001,Lagos,U.S. Department of State Nigeria - Lagos,6.440483,3.406815,7.0,6.5,3.438,387,588,100414.27,20.40133,1.78865,0.013392793,300.669,269.688,292.669,0.979,1.28044,21.94601,4.78251,2.88408,0.62676,3.17651,0.0014,0.6,20250412,1930
586PK3010003,Lahore,U.S. Department of State Pakistan - Lahore,31.560078,74.33589,2.7,31.5,74.375,487,815,97865.875,6.85959,0.05992,0.005573838,300.508,263.798,292.508,2.841,4.51131,0.51031,20.25408,20.82503,8.84878,0.00803,1e-05,0.309,20250412,1930
92,Leipzig,,51.3396955,12.3730747,13.3,51.25,12.5,566,617,99957.66,5.26574,0.37496,0.003886728,286.898,258.417,278.898,2.744,0.3586,10.27551,1.49225,1.42311,1.53871,0.38461,0.08718,0.103,20250412,1930
266GAB010001,Libreville,U.S. Department of State Gabon - Libreville,0.4161976,9.4672676,13.9,0.5,9.375,363,607,100314.91,19.61772,4.04706,0.014877692,299.714,269.177,291.714,0.983,0.22556,18.19241,2.49047,0.03361,0.40859,2.46007,0.00027,0.167,20250412,1930
93,Lilongwe,,-13.9626121,33.7741195,4.9,-14.0,33.75,305,685,90298.516,15.11536,1.72178,0.013020443,293.09,268.831,285.09,1.685,0.20062,0.05697,1.16749,0.09262,0.29781,0.23971,0.00242,0.028,20250412,1930
604LM1010001,Lima,U.S. Department of State Peru - Lima,-12.0463731,-77.042754,16.6,-12.0,-77.188,313,330,84941.125,10.7906,1.98756,0.010632786,297.749,269.05,289.749,5.26,0.46339,3.73853,0.89309,8.95658,5.45842,0.32829,0.00091,0.172,20250412,1930
94,Lisbon,,38.7222524,-9.1393366,7.3,38.75,-9.062,516,548,100278.15,9.32441,1.47072,0.0057597323,291.066,255.742,283.066,2.715,0.29845,2.76962,1.07236,1.48582,1.12448,0.99285,0.02196,0.102,20250412,1930
95,Ljubljana,,46.0569465,14.5057515,11.9,46.0,14.375,545,623,93672.16,7.36142,0.14489,0.005265624,284.892,260.374,276.892,1.433,2.03229,2.80623,5.15897,4.50329,1.58021,0.08482,0.67205,0.127,20250412,1930
768TOG010001,Lome,U.S. Department of State Togo - Lome,6.185167,1.214166,14.1,6.25,1.25,386,581,100391.36,19.2828,3.61776,0.014332255,301.81,269.266,293.81,2.813,0.62709,22.03659,2.9942,0.23895,0.68249,4.66128,0.001,0.548,20250412,1930
97,London,,51.5072178,-0.1275862,8.9,51.5,0.0,567,577,99495.945,8.23026,1.75107,0.005928716,286.902,256.236,278.902,3.867,1.09631,2.96287,3.08622,9.07513,1.68874,0.27211,1.64737,0.262,20250412,1930
98,Luanda,,-8.8146556,13.2301756,13.6,-8.75,13.125,326,619,100301.85,18.65177,4.53153,0.013487728,299.883,269.287,291.883,2.522,0.92147,5.31922,4.33967,4.68098,0.70903,1.81039,0.00339,0.075,20250412,1930
99,Lusaka,,-15.3875259,28.3228165,17.5,-15.5,28.438,299,668,89203.25,14.19664,1.15351,0.012941051,292.133,269.12,284.133,1.925,0.05807,0.13882,0.89799,2.09965,2.27828,0.67288,0.01022,0.045,20250412,1930
100,Luxembourg_City,,49.611621,6.1319346,15.1,49.5,6.25,559,597,97199.66,7.70202,1.63308,0.0032178957,287.358,256.15,279.358,2.125,0.42162,9.99867,1.53553,4.15345,0.85918,0.08647,0.18615,0.212,20250412,1930
101,Lyon,,45.764043,4.835659,11.6,45.75,4.688,544,592,98060.234,7.00248,1.83353,0.004268095,287.928,256.596,279.928,5.131,0.80924,1.80817,3.28034,4.99006,2.28559,0.35462,0.0479,0.254,20250412,1930
102,Madrid,,40.4167754,-3.7037902,10.0,40.5,-3.75,523,565,91485.055,9.30828,1.27891,0.0076627843,286.865,255.307,278.865,1.43,0.35769,19.48344,1.10617,3.11102,2.06704,0.6226,0.47344,0.162,20250412,1930
103,Malabo,,3.7549606,8.7821344,3.6,3.75,8.75,376,605,99152.59,19.88494,4.12108,0.014723195,300.85,269.107,292.85,2.697,0.29214,20.8982,2.27603,0.48842,0.48611,2.1458,0.00059,0.418,20250412,1930
104,Managua,,12.1149926,-86.2361744,12.9,12.0,-86.25,409,301,99312.89,8.48488,1.63123,0.007855484,307.255,268.524,299.255,6.78,0.12455,1.90761,1.58052,0.48181,0.70782,0.44927,5e-05,0.058,20250412,1930
048MNA010001,Manama,U.S. Department of State Bahrain - Manama,26.204697,50.570833,4.8,26.25,50.625,466,739,100539.45,13.79829,0.31965,0.00547989,297.155,264.485,289.155,5.983,0.28037,68.86268,2.24278,2.40874,7.08227,2.39475,0.09243,0.598,20250412,1930
608PH1010001,Manila,U.S. Department of State Philippines - Manila,14.57711,120.9778,12.2,14.5,120.938,419,964,96851.04,17.7003,2.96602,0.01419298,296.529,269.206,288.529,1.139,0.24952,0.35377,2.0761,3.70398,1.50327,2.0632,0.17071,0.096,20250412,1930
508MAP010001,Maputo,U.S. Department of State Mozambique - Maputo,-25.90382,32.62835,8.1,-26.0,32.5,257,681,101677.59,13.3019,0.10039,0.008649173,298.315,266.021,290.315,5.596,0.01848,0.26437,0.20292,0.06097,0.31096,5.07855,0.02078,0.085,20250412,1930
107,Marseille,,43.296482,5.36978,6.9,43.25,5.312,534,594,97168.625,6.46918,1.72265,0.0039259354,285.687,258.102,277.687,4.843,0.39394,1.47078,1.65434,1.41039,2.75717,0.73473,0.34578,0.18,20250412,1930
108,Maseru,,-29.3150767,27.4869229,7.3,-29.25,27.5,244,665,84135.12,5.58455,0.20096,--,291.131,267.6,283.131,1.862,0.67374,0.72371,3.31695,1.47984,0.67154,0.04077,4e-05,0.033,20250412,1930
109,Matamoros,,25.8690294,-97.5027376,13.2,25.75,-97.5,464,265,101890.766,11.39206,0.50217,0.0017389926,297.115,260.825,289.115,6.142,0.12582,3.29697,1.29405,0.31035,0.94494,1.23782,0.00037,0.113,20250412,1930
110,Mbabane,,-26.3054482,31.1366715,12.9,-26.25,31.25,256,677,96800.38,11.81351,0.10014,0.009490015,294.709,267.376,286.709,1.417,0.3981,0.27142,1.66595,1.26006,0.95585,2.23974,0.0051,0.327,20250412,1930
111,Medan,,3.5951956,98.6722227,13.7,3.5,98.75,375,893,100876.66,19.56403,4.41293,0.013766583,301.977,268.019,293.977,3.937,0.50413,0.19282,4.06334,5.88317,1.42814,2.10926,0.01199,0.09,20250412,1930
112,Melbourne,,-37.8136276,144.9630576,7.8,-37.75,145.0,210,1041,98312.61,5.32722,0.14006,0.0050804997,290.876,262.389,282.876,2.369,1.55359,1.11484,32.38921,3.48584,0.70115,0.12484,3e-05,0.08,20250412,1930
113,Merida,,20.9673702,-89.5925857,10.5,21.0,-89.688,445,290,101615.19,10.63154,0.21462,0.0029256793,300.746,263.398,292.746,6.137,0.16749,2.77559,2.04098,0.23884,1.17535,1.45225,0.00054,0.093,20250412,1930
800090154,Mexico_City,,19.4116,-99.1522,10.5,19.5,-99.062,439,260,75702.96,1.34362,0.13633,--,294.919,262.805,286.919,4.793,0.10799,1.97746,1.05676,0.22743,0.28815,0.02791,3e-05,0.043,20250412,1930
115,Milan,,45.4642035,9.189982,10.7,45.5,9.062,543,606,96149.36,8.39308,1.36752,0.006828799,287.59,258.656,279.59,1.221,2.14286,1.59127,7.27642,5.56347,3.77287,0.21553,4.26179,0.36,20250412,1930
116,Minsk,,53.9006011,27.558972,11.7,54.0,27.5,577,665,98718.8,4.11966,1.05721,0.003959418,278.048,253.112,270.048,2.692,0.21134,1.37861,0.89905,1.18522,0.44733,0.2526,0.14694,0.074,20250412,1930
117,Mogadishu,,2.0469343,45.3181623,5.3,2.0,45.312,369,722,100214.625,18.49361,4.10494,0.011572199,301.298,269.273,293.298,3.953,0.14997,2.45575,1.00453,0.08778,0.88318,3.32505,0.00015,0.113,20250412,1930
118,Monrovia,,6.3156068,-10.8073698,16.1,6.25,-10.938,386,542,100325.48,19.70516,4.1812,0.0133871045,300.436,269.097,292.436,1.68,1.14716,25.48087,7.54463,0.63669,1.22182,2.89158,0.00119,0.468,20250412,1930
119,Monterrey,,25.6866142,-100.3161126,7.1,25.75,-100.312,464,256,95229.34,6.18382,0.37326,0.00538041,303.936,261.621,295.936,4.303,0.14352,2.93494,1.80125,0.35492,0.689,0.2336,0.00011,0.08,20250412,1930
120,Montevideo,,-34.9011127,-56.1645314,13.5,-35.0,-56.25,221,397,100922.95,12.61866,0.99791,0.008608462,295.39,259.369,287.39,1.396,0.32433,1.12623,3.00222,22.32395,2.96417,6.68575,0.00528,0.125,20250412,1930
CC0050109,Montreal,,45.502648,-73.663913,10.1,45.5,-73.438,543,341,101752.77,4.4699,0.76411,0.0033381286,279.71,249.854,271.71,3.532,0.37024,1.22118,1.77944,7.13771,3.35576,0.11456,1.1474,0.243,20250412,1930
122,Moscow,,55.755826,37.6172999,7.4,55.75,37.5,584,697,99146.58,3.19914,0.66699,0.0024053294,271.573,246.857,263.573,4.925,0.52842,1.51066,1.99701,34.59713,3.02365,0.23878,2.21216,0.149,20250412,1930
